Year,Company name,Reporting on a Mandatory Basis, Number of single use plastic bags issued , Gross proceeds of charge (£) ,VAT (£),Costs deducted (£), Cost of changing till systems (£),Cost of staff communications (£),Cost of customer communications (£),Cost of obtaining advice on charge (£),Cost of administering donations (£),Other costs associated with implementing charge (£), Description of other costs, Net proceeds  (£) (Gross less VAT and costs) ,Use of net proceeds,Other use of net proceeds,Amount donated to good causes (£),Good causes in receipt of proceed donation,Number of paper bags issued,Number of bags for life issued,Number of fabric bags issued,Number of other bags issued,Any other information
2018-19,Lincolnshire Cooperative Ltd,Yes,"3,482,815","174,140.75","29,023.45",No costs deducted from proceeds,0,0,0,0,0,0, ,"145,117.30",Donated, ,"145,117.00",Local causes chosen by customers or staff,:,"1,036,466",:,:,"Sales data is collected via the tills: Co-op Large Woven Bag- 37, Lincolnshire Bag for life- 977,713. CP bag for life- 78, CP Fairtrade cotton bag- 333, Co-op Handy Shopper- 6, Lincolnshire Fold Bag- 50824, Lincolnshire Large Shopper- 6145, Lincolnshire Wine Carrier- 1330."
2018-19,Lloyds Pharmacy Ltd,Yes,"388,852","19,442.60","3,240.43",No costs deducted from proceeds,0,0,0,0,0,0, ,"16,202.17",Donated, ,"16,202.00",Health,:,:,:,:,
2018-19,Longleat Enterprises Limited,Yes,"27,612","1,380.60",230.1,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,150.50",Donated, ,:,,:,"3,863",:,:,
2018-19,Loros Enterprises Ltd,Yes,"2,479",123.95,20.66,No costs deducted from proceeds,0,0,0,0,0,0, ,103.29,Donated," We are the subsidiary of a registered charity, all profits are used for charitable causes.",:,,:,:,:,:,
2018-19,Loughborough Students Union,Yes,"81,036","4,051.80",675.3,No costs deducted from proceeds,0,0,0,0,0,0,,"3,376.50",Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Machine Mart LTD,Yes,"4,362",233.05,46.11,No costs deducted from proceeds,0,0,0,0,0,0, ,186.94,Donated, ,:,,:,:,:,:,
2018-19,Mackays Stores Ltd,Yes,"1,537,100","76,855.00","12,809.16",No costs deducted from proceeds,0,0,0,0,0,0, ,"64,045.84",Donated, ,"64,046.00",Charity/Voluntary,:,:,:,:,Our carrier bag data is collected via our till system
2018-19,Majestic Wine Warehouses Ltd,Yes,"15,114",755.7,125.95,No costs deducted from proceeds,0,0,0,0,0,0, ,629.75,Donated, ,:,,:,:,:,:,
2018-19,Marks and Spencer Group plc,Yes,"55,539,370","2,776,968.50","462,828.08",No costs deducted from proceeds,0,0,0,0,0,0, ,"2,314,140.42",Donated, ,"2,314,140.00","Environment,Health,Charity/Voluntary",:,:,:,:,
2018-19,Max Spielmann Limited,Yes,"98,898","4,944.90",824.15,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,120.75",Donated, ,"4,121.00",Charity/Voluntary,:,:,:,:,
2018-19,McColls Retail Group,Yes,"618,054","30,902.70","5,150.45",No costs deducted from proceeds,0,0,0,0,0,0, ,"25,752.25",Donated, ,:,,:,:,:,:,
2018-19,Menkind Limited,Yes,"458,376","22,918.80","3,819.80",No costs deducted from proceeds,0,0,0,0,0,0, ,"19,099.00",Donated, ,:,,:,:,:,:,
2018-19,Mercedes-Benz Cars UK Limited,Yes,189,9.45,1.58,No costs deducted from proceeds,0,0,0,0,0,0, ,7.87,Donated, ,:,,:,:,:,:,
2018-19,Mercedes-Benz Retail Group UK Limited,Yes,315,15.75,2.63,No costs deducted from proceeds,0,0,0,0,0,0, ,13.12,Donated, ,16,Health,:,:,:,:,
2018-19,Merlin Entertainments Ltd,Yes,"273,378","13,668.90","2,278.15",No costs deducted from proceeds,0,0,0,0,0,0, ,"11,390.75","Donated,Put to other uses (supply details below)",Donate sustainability education wall wrap to primary schools (Susty wall wrap).,"11,390.00","Education,Charity/Voluntary",:,:,:,:,
2018-19,Merseytravel,Yes,324,16.2,2.7,No costs deducted from proceeds,0,0,0,0,0,0, ,13.5,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Michael Abakhan Limited,Yes,"73,768","3,688.40",614.73,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,073.67",Donated, ,"3,074.00",Charity/Voluntary,:,:,:,:,
2018-19,Minds Matter (TA) Ltd,Yes,"112,431","5,621.55",936.93,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,684.62",Donated, ,"4,685.00",Health,:,:,:,:,
2018-19,MNG MANGO UK LIMITED,Yes,"2,180",109,18.17,No costs deducted from proceeds,0,0,0,0,0,0, ,90.83,Donated, ,87,Health,:,:,:,:,
2018-19,MONDELEZ EUROPE SERVICES GMBH - UK BRANCH,Yes,"121,801","6,090.00","1,015.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,075.00",Donated, ,:,,:,:,:,:,
2018-19,Morleys Department Stores Ltd,Yes,"364,616","18,230.81","3,091.35",No costs deducted from proceeds,0,0,0,0,0,0, ,"15,139.46",Donated, ,:,,:,:,:,:, Net proceeds will be donated to Honeypot Childrens Charity and other charities together with stores collections
2018-19,Mothercare PLC,Yes,"1,487,350","74,367.50","12,394.58",No costs deducted from proceeds,0,0,0,0,0,0, ,"61,972.92",Donated, ,"61,972.00",Environment,:,:,:,:,
2018-19,MP Moran & Sons Limited,Yes,"3,849",192.45,32.08,No costs deducted from proceeds,0,0,0,0,0,0, ,160.37,Donated, ,192,Health,:,:,:,:,
2018-19,Nike Retail UK (a UK establishment of Nike Retail B.V.),Yes,"719,640","35,982.00","5,997.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"29,985.00",Donated, ,"29,985.00",Charity/Voluntary,:,:,:,:,
2018-19,Nirvana Spa & Leisure Ltd,Yes,55,2.75,0.46,No costs deducted from proceeds,0,0,0,0,0,0, ,2.29,Donated, ,:,,:,:,:,:,
2018-19,NISBETS PLC,Yes,"73,165","3,658.25",589.26,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,068.99",Retained by your company/organisation, ,:,,:,:,:,:,VAT differs due to implicational rounding in our sales ledger.
2018-19,Norwich Tourist Information Centre,Yes,96,4.8,0.8,No costs deducted from proceeds,0,0,0,0,0,0, ,4,Donated, ,5,Charity/Voluntary,:,:,:,:,
2018-19,Notcutts Limited,Yes,"82,448","4,122.40",687.07,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,435.33",Donated, ,:,,:,:,:,:,
2018-19,Ocado Retail Limited,Yes,"156,311,434","7,815,571.70","1,302,595.28",No costs deducted from proceeds,0,0,0,0,0,0, ,"6,512,976.42","Donated,Put to other uses (supply details below)","Ocado has a bag buy back scheme, financially incentivising customers to return their bags for recycling. We use a large majority of the proceeds from the charge to fund this scheme as we believe it supports the legislation in removing bags from becoming litter. All proceeds from this legislation are going towards helping to reduce litter and waste, incentivise recycling and education.",:,,:,:,:,:,
2018-19,Oldrid & Co Ltd,Yes,"106,387","5,319.35",886.56,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,432.79",Donated, ,"4,433.00",Environment,:,:,:,:,
2018-19,One Stop Stores Ltd,Yes,"17,169,049","858,622.22","142,503.11","64,860.00",0,0,0,0,"64,860.00",0, ,"651,259.11",Donated, ,"688,484.00",Local causes chosen by customers or staff,:,"5,533,317",:,:,
2018-19,Paultons Park Ltd,Yes,"76,126","3,806.30",634.38,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,171.92",Donated, ,"3,172.00",Environment,:,:,:,:,
2018-19,Pavers Ltd,Yes,"357,923","17,896.15","2,982.69",No costs deducted from proceeds,0,0,0,0,0,0, ,"14,913.46",Donated, ,:,,:,:,:,:,
2018-19,Percy Ingle Bakeries Ltd,Yes,"624,299","31,214.95","5,202.49",No costs deducted from proceeds,0,0,0,0,0,0, ,"26,012.46","Donated,Retained by your company/organisation", ,"14,983.00","Local causes chosen by customers or staff,Sport,Charity/Voluntary","624,299",:,:,:,
2018-19,Petrogas Group UK Ltd,Yes,"256,619","12,831.00","2,138.50",No costs deducted from proceeds,0,0,0,0,0,0, ,"10,692.50",Donated, ,"10,692.00",Charity/Voluntary,:,:,:,:,
2018-19,Pets at Home Limited,Yes,"1,747,547","87,377.35","14,562.89",No costs deducted from proceeds,0,0,0,0,0,0, ,"72,814.46",Donated, ,:,,:,:,:,:,
2018-19,Picsolve International Ltd,Yes,"76,613","3,830.65",638.44,No costs deducted from proceeds,0,0,0,0,0,0, ,"3,192.21",Donated, ,"3,064.00",Charity/Voluntary,:,"5,337",:,:,"Donated in full to Make A Wish. Please note that the amount from last year undonated (£1,477) at the time of submitting the Defra report was also donated in addition to the amount recorded in this time period."
2018-19,Portmeirion Group UK Limited,Yes,"36,106","1,805.30",300.88,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,504.42",Donated, ,:,,:,:,:,:,
2018-19,Post Office Limited,Yes,414,20.7,3.45,No costs deducted from proceeds,0,0,0,0,0,0, ,17.25,Donated, ,100,Environment,:,:,:,:, We have donated £100 to Marine Conservation Society.
2018-19,Potters Leisure Ltd,Yes,"2,773",138.65,23.11,No costs deducted from proceeds,0,0,0,0,0,0,,115.54,Donated,Proceeds of £115.54 where paid to the brian potters friends foundation to use the money for charity,116,Local causes chosen by customers or staff,:,:,:,:, Data is collected/reported from our micros till system on a monthly basis then yearly report run for the carrier bags. All sales are crossed checked to the bank accounts.
2018-19,Poundland Limited ,Yes,"39,725,041","1,986,252.05","331,042.01","436,975.45",0,0,"436,975.45",0,0,0, ,"1,218,234.99",Donated, ,0,,:,:,:,:,
2018-19,Poundstretcher Ltd,Yes,"5,725,186","286,259.30","47,709.88",No costs deducted from proceeds,0,0,0,0,0,0, ,"238,549.42",Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Pret A Manger (Europe) Ltd,Yes,"859,511","42,975.55","7,162.59",No costs deducted from proceeds,0,0,0,0,0,0, ,"35,812.96",Donated, ,:,,:,:,:,:,
2018-19,Prudhoe Bargains,No,"3,067",153.35,25.56,50,50,0,0,0,0,0, ,77.79,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,QD Commercial Group Holdings Limited,Yes,"997,001","49,898.08","8,331.00","16,500.00",0,0,0,0,"16,500.00",0, ,"25,067.08",Donated, ,:,,:,:,:,:,
2018-19,Quality Save,Yes,"9,720",486,81,No costs deducted from proceeds,0,0,0,0,0,0, ,405,Donated, ,405,Local causes chosen by customers or staff,:,:,:,:,
2018-19,QVC,Yes,"34,738","1,736.90",289.48,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,447.42",Donated, ,"1,447.00",Local causes chosen by customers or staff,:,:,:,:,Data identified by sales reports generated by epos system.
2018-19,Radstock Co-operative Society Limited,Yes,"682,379","34,118.95","5,686.49","5,000.00",0,0,0,0,"5,000.00",0, ,"23,432.46",Donated, ,:,,:,:,:,:, Data was compiled using sales from tills.
2018-19,Ragdale Hall (1990) Limited,Yes,"2,048",102.4,17.07,No costs deducted from proceeds,0,0,0,0,0,0, ,85.33,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Red 5 (Retail) Limited,Yes,"34,486","1,724.30",287.38,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,436.92",Donated, ,:,,:,:,:,:,
2018-19,Richer Sounds Ltd,Yes,"1,955",97.75,16.29,No costs deducted from proceeds,0,0,0,0,0,0, ,81.46,Donated, ,81,Charity/Voluntary,:,:,:,:,
2018-19,River Island Clothing Co Ltd,Yes,"7,107,087","541,605.65","90,267.61",No costs deducted from proceeds,0,0,0,0,0,0, ,"451,338.04",Donated, ,:,,:,:,:,:,
2018-19,Robert Dyas Holdings Limited,Yes,"1,300,324","65,016.20","10,836.03",No costs deducted from proceeds,0,0,0,0,0,0, ,"54,180.17",Donated, ,"54,180.00",Charity/Voluntary,:,:,:,:,
2018-19,Roman Originals plc,Yes,"416,139","20,806.95","3,467.83",No costs deducted from proceeds,0,0,0,0,0,0, ,"17,339.12",Donated, ,"17,339.00",Local causes chosen by customers or staff,:,:,:,:,
2018-19,Roys (Wroxham) Limited,Yes,"532,709","26,635.45","4,439.24",No costs deducted from proceeds,0,0,0,0,0,0, ,"22,196.21",Donated, ,"26,323.00",Charity/Voluntary,:,:,:,:,
2018-19,Ryman Limited,Yes,"1,167,290","58,364.50","9,727.42",No costs deducted from proceeds,0,0,0,0,0,0, ,"48,637.08",Donated, ,"48,637.00",Charity/Voluntary,:,:,:,:,
2018-19,Sainsbury's,Yes,"53,475,427","2,673,771.35","445,628.56",No costs deducted from proceeds,0,0,0,0,0,0, ,"2,228,142.79",Donated, ,"2,228,143.00","Local causes chosen by customers or staff,Charity/Voluntary",:,:,:,:,
2018-19,Sally Salon Services Ltd,Yes,"160,602","8,030.10","1,338.35",No costs deducted from proceeds,0,0,0,0,0,0, ,"6,691.75",Donated, ,"6,692.00",Charity/Voluntary,:,:,:,:,
2018-19,Savers Health & Beauty Limited,Yes,"11,969,387","598,469.35","99,744.89",No costs deducted from proceeds,0,0,0,0,0,0,,"498,724.46",Donated, ,:,,:,:,:,:,
2018-19,Sayers The Bakers Limited,Yes,"1,482,265","74,113.00","12,352.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"61,761.00",Donated, ,"61,761.00","Local causes chosen by customers or staff,Charity/Voluntary",:,:,:,:,
2018-19,Scottish Midland Co-operative Society Ltd,Yes,"301,418","15,070.90","2,511.82",No costs deducted from proceeds,0,0,0,0,0,0, ,"12,559.08",Donated, ,"12,559.00",Local causes chosen by customers or staff,:,:,:,:,
2018-19,Screwfix Direct Ltd,Yes,"129,693","6,484.65","1,080.78",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,403.87",Donated, ,:,,:,:,:,:,
2018-19,Shearings Hotels Ltd,Yes,13,0.65,0.11,No costs deducted from proceeds,0,0,0,0,0,0, ,0.54,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Skechers USA LTD,Yes,"280,781","14,039.05","2,339.84",No costs deducted from proceeds,0,0,0,0,0,0, ,"11,699.21",Donated, ,:,,:,:,:,:,
2018-19,SMG UK Ltd First Direct Arena,Yes,"8,058",402.9,67.15,No costs deducted from proceeds,0,0,0,0,0,0, ,335.75,Donated, ,:,,:,:,:,:,
2018-19,SMG UK LTD t/a Manchester Arena,Yes,"1,846",92.3,15.38,No costs deducted from proceeds,0,0,0,0,0,0, ,76.92,Donated, ,77,"Local causes chosen by customers or staff,Charity/Voluntary",:,:,:,:,
2018-19,Smiggle UK Limited,Yes,"845,065","42,253.00","7,042.00","35,211.00",0,0,0,0,0,"35,211.00",The costs to produce our high quality plastic bags (unlike grocery or supermarket plastic bags) exceed the 5p unit price charged and therefore there are no net proceeds to donate. We are committed to donating any future net proceeds to charity.,0,"Retained by your company/organisation,Put to other uses (supply details below)",,:,,:,:,:,:,"All bags regardless of size/quality are charged at 5p. Our high quality plastic bags (unlike grocery or supermarket bags) cost us more than 5p per bag. 
Whilst there are no net proceeds from the sale of carrier bags in Smiggle currently, we are absolutely committed to donating any future net proceeds to charity and closely monitor this."
2018-19,Smyths Toys UK Limited,Yes,"2,253,422","112,671.00","18,779.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"93,892.00",Donated, ,"93,892.00",Charity/Voluntary,:,:,:,:,"The Open Door Centre, Birkenhead 
Al-Imdaad Foundation UK
East Lancashire Hospice 
Mark Solan Connor Fawcett Cancer Charity
Sheffield Hospital Charity (Jessops hospital)
Bluebell Wood Childrens Hospice
Zoe's Place Baby Hospice Coventry
Crohn's & Colitis UK charity
Acorns Hospice 
Little Havens Hospice
Football for Cancer
The Gavin Glynn Foundation"
2018-19,Snappy Snaps,Yes,772,38.6,6.44,No costs deducted from proceeds,0,0,0,0,0,0,,32.16,Donated,,32.16,Charity/Voluntary,:,:,:,:,
2018-19,Sodexo Ltd,Yes,"180,308","9,062.22","1,510.37",No costs deducted from proceeds,0,0,0,0,0,0, ,"7,551.85",Donated,"The carrier bag levy donation was made to Marine Conservation Society.

",:,,:,:,:,:,Please note some carrier bags were priced slightly above the minimum 5p charge. 
2018-19,SOUTH TYNESIDE COUNCIL,Yes,523,26.15,4.35,No costs deducted from proceeds,0,0,0,0,0,0, ,21.8,Donated, ,21,Charity/Voluntary,:,:,:,:,
2018-19,Southampton City Council,Yes,"1,171",58.55,9.84,No costs deducted from proceeds,0,0,0,0,0,0, ,48.71,Donated, ,48,Charity/Voluntary,:,:,:,:,
2018-19,Sportswift Ltd T/A Card Factory,Yes,"15,490,596","774,529.80","129,088.30",No costs deducted from proceeds,0,0,0,0,0,0, ,"645,441.50",Donated, ,:,,:,:,:,:,
2018-19,SSP UK Limited,Yes,"6,087,042","304,352.10","50,725.35",No costs deducted from proceeds,0,0,0,0,0,0, ,"253,626.75",Donated, ,"253,626.00",Charity/Voluntary,:,:,:,:,
2018-19,St Peter's Hospice,Yes,"108,245","5,412.09",902.01,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,510.08",Retained by your company/organisation, ,:,,:,:,:,:, Data based on till sales.
2018-19,Stanley Black and Decker,Yes,"4,574",228.7,38.12,No costs deducted from proceeds,0,0,0,0,0,0, ,190.58,Donated, ,191,Sport,:,:,:,:, Donated to local youth football team
2018-19,Sue Ryder,Yes,"754,548","76,062.90","12,677.15",No costs deducted from proceeds,0,0,0,0,0,0, ,"63,385.75",Donated, ,"63,385.00","Health,Charity/Voluntary","754,548",:,:,:,Bags  are priced from 5p to 15p. Net proceeds donated to Sue Ryder (registered charity number 1052076) for health and social care services.
2018-19,SUK Retail LTD,Yes,"96,965","4,848.25",808.04,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,040.21",Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Sunrise Records & Entertainment Ltd T/A HMV,Yes,"207,097","10,354.85","1,725.81","6,500.00",833,0,0,"1,500.00","4,167.00",0, ,"2,129.04",Donated, ,:,,:,:,:,:,Bag sales only cover part of the year (February 2019 to April 2019)
2018-19,Tate Bros. Ltd,Yes,"61,908","3,095.42",515.9,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,579.52","Donated,Retained by your company/organisation", ,"1,088.00",Local causes chosen by customers or staff,:,:,:,:,
2018-19,Tesco Stores Ltd,Yes,"121,749,784","6,087,489.20","1,014,581.53",No costs deducted from proceeds,0,0,0,0,0,0, ,"5,072,907.67",Donated, ,"5,072,907.00",Local causes chosen by customers or staff,:,:,:,:," Of the £5.07million donated to good causes, £554k was given to environmental charity Groundwork who administer the Bags of Help scheme on our behalf."
2018-19,The Children's Society,Yes,"187,625","9,381.25","1,563.54","13,165.05",0,0,0,0,0,"13,165.05","The above cost if what we paid overall for purchase of carrier bags, a large number of these bags are unsold at this time.","-5,347.34",Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,The Co-operative Group,Yes,"112,602,662","5,630,133","938,356",No costs deducted from proceeds,0,0,0,0,0,0,,"4,691,778",Donated,,:,,:,"21,387,811",:,:,"The monies from the sale of single use bags was all donated. 
We sold 17,119,574 compostable carrier bags, retaining all of the monies apart from the VAT as per the agreement with DEFRA
We sold 21,387,811  Bags for Life at 10p each.  In addition, we replaced 223,194 Bags for Life for free.We sold £128,375 fold away reusable bags at £1 each. We sold 432,778 large reusable bags at £1 each. We sold 52,092 small reusable bags/wine carriers at £1 each."
2018-19,The Disney Store Ltd,Yes,"1,237,902","61,895.10","10,315.85",No costs deducted from proceeds,0,0,0,0,0,0, ,"51,579.25",Donated, ,"49,516.00",Environment,:,:,:,:,
2018-19,The Lambing Shed Farm Shop Ltd,No,"6,571",328.55,54.76,No costs deducted from proceeds,0,0,0,0,0,0, ,273.79,Donated, ,274,Local causes chosen by customers or staff,:,:,:,:,
2018-19,The Lowry Centre,Yes,"3,232",161.6,26.93,No costs deducted from proceeds,0,0,0,0,0,0, ,134.67,"Donated,Retained by your company/organisation", ,:,,:,:,:,:, The Lowry Centre Trust is a charity and this company retains the proceeds.
2018-19,The Midcounties Co-operative,Yes,"8,493,542","424,677.10","70,779.52",No costs deducted from proceeds,0,0,0,0,0,0, ,"353,897.58","Donated,Put to other uses (supply details below)",Funded community support resources,"264,317.00","Local causes chosen by customers or staff,Arts,Education,Environment,Heritage,Health,Sport,Charity/Voluntary",:,:,:,:,Data is obtained from total number of carrier bags sold through our till system.
2018-19,The Original Factory Shop Ltd,Yes,"710,000","35,500.00","5,916.67",No costs deducted from proceeds,0,0,0,0,0,0, ,"29,583.33",Put to other uses (supply details below), This is a cost funded by the business to buy the carrier bags,0,,:,:,:,:,
2018-19,The Perfume Shop,Yes,"6,772",338.6,56.43,No costs deducted from proceeds,0,0,0,0,0,0, ,282.07,Donated, ,:,,:,:,:,:, Gross amount donated to charity.
2018-19,The Reading Football Club Limited,Yes,"3,303",165.15,27.52,No costs deducted from proceeds,0,0,0,0,0,0, ,137.63,Donated, ,138,Charity/Voluntary,:,:,:,:,
2018-19,The Southern Co-operative,Yes,"7,852,214","392,507.00","78,378.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"314,129.00",Donated, ,"302,000.00",Local causes chosen by customers or staff,:,:,:,:," The reporting year for this levy does not reflect our accounting year, and as such there is always a slight discrepancy in the amount collected compared to that donated. The funds will continue to be donated by local colleagues throughout the year. "
2018-19,The University of Manchester Library,Yes,"1,703",85,14.17,No costs deducted from proceeds,0,0,0,0,0,0, ,70.83,Donated, ,70,"Arts,Education",:,:,:,:,
2018-19,Thorntons Ltd,Yes,"2,931,952","146,597.60","24,432.93",No costs deducted from proceeds,0,0,0,0,0,0, ,"122,164.67",Donated, ,"114,778.00",Environment,:,:,:,:,
2018-19,Three,Yes,"19,139",956.95,159.49,No costs deducted from proceeds,0,0,0,0,0,0, ,797.46,Donated, All proceeds were donated to charities registered in England through our Community Fund (which enables all employees to nominate charities they are passionate about for a donation of £500 from Three). The proceeds were added to the budget as additional funds available and have been included in the donations made following the reporting period.,797,Local causes chosen by customers or staff,:,:,:,:, All proceeds were donated to charities registered in England through our Community Fund (which enables all employees to nominate charities they are passionate about for a donation of £500 from Three). The proceeds were added to the budget as additional funds available and have been included in the donations made following the reporting period.
2018-19,Tiger Retail Ltd,Yes,"1,642,153","153,793.00","25,632.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"128,161.00",Donated, ,:,,:,:,:,:,
2018-19,TJX Europe,Yes,"17,105,638","855,281.90","142,546.98",No costs deducted from proceeds,0,0,0,0,0,0, ,"712,734.92",Donated, ,:,,:,:,:,:,
2018-19,Toolstation Ltd,Yes,"224,107","11,205.35","1,867.56",No costs deducted from proceeds,0,0,0,0,0,0, ,"9,337.79",Donated, ,:,,:,:,:,:,
2018-19,Travis Perkins plc,Yes,"337,609","16,880.45","2,813.41",No costs deducted from proceeds,0,0,0,0,0,0, ,"14,067.04",Donated,"Keep Britain Tidy., Macmillan Cancer, Teenage Cancer Trust, Alzheimer's Research UK","14,067.00","Environment,Health",:,:,:,:,
2018-19,University of Bath,Yes,"64,600","3,230.00",538.34,No costs deducted from proceeds,0,0,0,0,0,0, ,"2,691.66",Donated, ,"2,691.00",Charity/Voluntary,:,:,:,:,"Removal of all single use bags as of February 2019. Only bag for life, paper bags or cotton bags are now provided.  Data provided was from sales through tills"
2018-19,University of Exeter,Yes,"35,842","1,792.00",298.68,50,0,0,0,0,50,0, ,"1,443.32",Donated, ,"1,443.00",Local causes chosen by customers or staff,:,:,:,:,
2018-19,University of Keele,Yes,"43,443","2,172.15",362.02,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,810.13",Retained by your company/organisation, The University is a charity so the proceeds from the bags charge continue to support the University's charitable mission. ,:,,:,:,:,:,
2018-19,University of the Arts London,Yes,"9,004","1,010.85",168.48,No costs deducted from proceeds,0,0,0,0,0,0, ,842.37,Put to other uses (supply details below), No net proceeds after cost,:,,:,:,:,:," No net value after cost. A3 bags 10p, A2 bags 15p."
2018-19,University of Warwick,Yes,"109,436","5,471.80",911.97,No costs deducted from proceeds,0,0,0,0,0,0, ,"4,559.83",Donated, ,:,,:,:,:,:,
2018-19,Vodafone Ltd,Yes,"8,496",424.8,84.96,No costs deducted from proceeds,0,0,0,0,0,0, ,339.84,Donated, ,339,Charity/Voluntary,:,:,:,:, Have now stopped selling plastic bags in our stores.
2018-19,Volkswagen Group UK Ltd,Yes,504,50.4,8.4,No costs deducted from proceeds,0,0,0,0,0,0, ,42,Donated, ,50,Local causes chosen by customers or staff,:,:,:,:,
2018-19,W Wing Yip & Brothers Trading Group Ltd,Yes,"375,522","18,776.10","3,129.35",No costs deducted from proceeds,0,0,0,0,0,0, ,"15,646.75",Donated, ,:,,:,:,:,:,
2018-19,Waitrose Ltd,Yes,"50,317,492","2,515,874.60","419,312.43","60,950.00",0,0,0,0,"60,950.00",0, ,"2,035,612.17",Donated, ,:,,:,:,:,:,"Waitrose donated £500,000 to the Association of Commonwealth Universities (ACU) to fund  fellowships to lead world-class research and innovation in marine plastics.
We committed £1 million to 'Plan Plastic: the Million Pound Challenge', offering grants of £150,000-£300,000 to projects that rethink how we all use and dispose of plastic now or in the future. We partnered with environmental charity Hubbub to support the chosen projects and measure the impact of the grants. For this, we paid Hubbub £60,950 in 'reasonable costs'. Any remaining proceeds will also be donated to good causes."
2018-19,Waremoss Ltd,Yes,"14,564",728.2,121.37,No costs deducted from proceeds,0,0,0,0,0,0, ,606.83,Donated, ,607,Health,:,:,:,:,
2018-19,Warner Bros. Studios Leavesden Ltd.,Yes,"425,921","21,296.05","3,549.34",No costs deducted from proceeds,0,0,0,0,0,0, ,"17,746.71",Donated, ,"17,747.00",Local causes chosen by customers or staff,"30,000","50,924",:,:,
2018-19,Warren James Jewellers Ltd,Yes,"21,407","1,070.35",178.39,No costs deducted from proceeds,0,0,0,0,0,0, ,891.96,Retained by your company/organisation, ,:,,:,:,:,:,
2018-19,Warrens Bakery Limited,Yes,"43,801","2,189.57",364.93,No costs deducted from proceeds,0,0,0,0,0,0, ,"1,824.64",Donated, ,:,,:,:,:,:,
2018-19,watford association football club,No,"7,569",378.45,63.07,No costs deducted from proceeds,0,0,0,0,0,0, ,315.38,Donated, ,:,,:,:,:,:,
2018-19,Welcome Break Group Limited,Yes,"1,141,882","57,094.10","9,515.68",No costs deducted from proceeds,0,0,0,0,0,0, ,"47,578.42",Donated, ,"47,578.00",Charity/Voluntary,:,:,:,:,Data was compiled using EPOS systems.
2018-19,WH Smith plc,Yes,"1,034,236","51,711.80","8,618.63",No costs deducted from proceeds,0,0,0,0,0,0, ,"43,093.17",Donated, ,:,,:,:,:,:,
2018-19,Wildfowl & Wetlands Trust (Trading) Ltd,Yes,"4,221",211.05,35.18,No costs deducted from proceeds,0,0,0,0,0,0, ,175.87,"Donated,Retained by your company/organisation", ,175,Environment,:,:,:,:,"We sell various reusable bags but none are bags for life currently. 
We offer paper bags for smaller purchases but don't record how many are given at this time. 
Data exported from our till system. We are a Subsidiary company and donate profits back to WWT. "
2018-19,Wilko Retail Limited,Yes,"28,377,997","1,418,899.85","236,483.31","69,704.74",0,97.63,"61,564.49",0,"8,042.62",0,,"1,112,711.80",Donated, ,"1,112,712.00","Education,Environment",:,:,:,:,Sales information run from tills used to calculate total sales on carrier bags and cross checked by finance. 
2018-19,Wm Morrison Supermarkets PLC,Yes,"65,071,608","3,253,580.00","240,065.00",No costs deducted from proceeds,0,0,0,0,0,0, ,"3,013,515.00","Donated,Put to other uses (supply details below)","The net proceeds from bags sold in store (until removed from sale nationwide in June 2018) were donated to the Morrisons Foundation and our national charity partner, CLIC Sargent. £2,302,241 was used to support the recycling incentive we offer to our online customers. The remaining £324,988 was donated to the Morrisons Foundation.  ","718,748.00",Charity/Voluntary,:,:,:,:,Bags charged for use in our stores attract VAT at the standard rate. Bags charged for use in our online operations attract VAT at a blended rate agreed with HMRC (hence the reported figure of VAT which does not equate to 20% of net proceeds). 
